Jahr,Bezirk,Geschlecht,Alter_Gruppe,Burgenland,Kaernten,Niederoesterreich,Oberoesterreich,Salzburg,Steiermark,Tirol,Vorarlberg,Wien,Ausland,Unbekannt
2020,1120,1,2,8,5,64,8,2,9,3,3,1817,402,2
2020,1120,1,3,2,7,72,10,5,6,3,3,1757,477,3
2020,1120,1,4,7,6,57,22,11,12,1,3,1589,786,3
2020,1120,1,5,24,38,172,76,28,30,24,42,1494,1432,2
2020,1120,1,6,45,61,294,149,52,56,32,44,1704,1981,7
2020,1120,1,7,56,58,232,131,60,86,27,30,1238,2451,7
2020,1120,1,8,49,47,187,115,30,81,34,22,1164,2169,5
2020,1120,1,9,42,31,152,66,29,50,31,16,984,1940,3
2020,1120,1,10,44,51,148,65,30,87,28,14,999,1746,1
2020,1120,1,11,42,36,219,87,27,109,29,18,1200,1756,6
2020,1120,1,12,74,38,241,70,16,93,28,24,1161,1485,8
2020,1120,1,13,57,38,247,54,17,84,21,2,857,1141,16
2020,1120,1,14,50,24,206,37,11,56,9,4,596,848,18
2020,1120,1,15,40,17,182,41,17,43,12,7,636,568,29
2020,1120,1,16,47,8,159,23,3,30,7,1,842,309,29
2020,1120,1,17,41,12,189,17,0,35,3,2,730,229,41
2021,1120,1,1,7,7,83,9,6,16,3,3,2236,107,0
2021,1120,1,2,5,6,63,6,2,7,2,1,1807,389,2
2021,1120,1,3,5,5,60,13,4,9,2,1,1762,494,3
2021,1120,1,4,6,8,76,18,7,12,4,3,1641,728,4
2021,1120,1,5,23,41,139,64,40,28,27,37,1522,1401,1
2021,1120,1,6,49,52,293,144,45,67,30,54,1610,1968,3
2021,1120,1,7,44,55,218,129,63,82,30,37,1333,2412,11
2021,1120,1,8,47,54,202,119,41,83,34,26,1117,2187,8
2021,1120,1,9,43,37,143,66,27,61,29,16,994,2006,3
2021,1120,1,10,44,41,135,62,23,78,30,17,974,1779,3
2021,1120,1,11,41,44,200,92,32,109,26,17,1151,1801,8
2021,1120,1,12,69,40,244,63,17,101,25,23,1157,1566,6
2021,1120,1,13,60,39,244,59,18,77,21,3,892,1174,11
2021,1120,1,14,49,28,212,38,10,57,12,4,612,873,21
2021,1120,1,15,41,18,172,37,14,41,10,7,638,614,26
2021,1120,1,16,33,7,149,29,6,32,8,1,701,326,23
2021,1120,1,17,46,10,224,20,0,37,5,3,806,238,43
2022,1120,1,1,3,3,75,8,8,14,5,5,2220,117,0
2022,1120,1,2,7,9,70,12,4,12,1,2,1812,357,1
2022,1120,1,3,4,2,67,13,7,8,2,1,1715,537,3
2022,1120,1,4,6,9,71,14,6,13,6,5,1713,705,3
2022,1120,1,5,20,36,140,69,38,35,27,38,1483,1518,4
2022,1120,1,6,56,59,292,132,49,57,49,50,1596,1992,2
2022,1120,1,7,43,49,234,147,56,68,38,37,1384,2411,7
2022,1120,1,8,51,52,190,130,38,76,31,30,1069,2281,8
2022,1120,1,9,44,39,155,81,28,64,34,16,1056,2087,3
2022,1120,1,10,42,29,131,64,25,72,30,16,935,1807,4
2022,1120,1,11,46,54,186,90,28,108,26,19,1083,1783,7
2022,1120,1,12,56,42,233,66,22,91,28,19,1156,1642,5
2022,1120,1,13,63,34,227,56,20,77,20,7,936,1177,8
2022,1120,1,14,56,32,211,43,10,64,11,2,604,913,21
2022,1120,1,15,43,18,175,35,15,44,9,7,633,633,21
2022,1120,1,16,26,8,134,27,9,35,10,2,596,361,24
2022,1120,1,17,50,12,230,29,0,36,6,2,869,256,40
2023,1120,1,1,8,2,70,9,3,7,5,4,2207,204,0
2023,1120,1,2,9,10,88,10,7,16,8,3,1917,386,0
2023,1120,1,3,5,3,68,12,6,8,2,1,1648,616,3
2023,1120,1,4,4,6,77,15,3,12,6,4,1725,751,2
2023,1120,1,5,20,44,139,74,35,34,25,31,1567,1632,2
2023,1120,1,6,52,55,283,135,48,57,43,62,1500,2183,3
2023,1120,1,7,53,56,249,155,62,74,41,29,1447,2535,4
2023,1120,1,8,42,54,200,133,44,75,37,32,1048,2429,6
2023,1120,1,9,50,41,159,73,30,65,33,15,1050,2137,6
2023,1120,1,10,35,29,130,62,24,67,30,15,899,1951,4
2023,1120,1,11,46,49,171,85,25,99,23,21,1019,1774,7
2023,1120,1,12,54,42,235,72,25,95,34,20,1166,1658,3
2023,1120,1,13,62,30,210,59,19,83,18,9,956,1296,8
2023,1120,1,14,49,38,197,47,12,61,13,1,657,954,17
2023,1120,1,15,42,16,180,34,10,45,7,5,556,674,16
2023,1120,1,16,28,14,139,33,13,37,12,5,523,384,20
2023,1120,1,17,47,11,221,28,0,39,5,1,926,271,41
2024,1120,1,1,7,0,47,8,3,4,5,3,2175,216,0
2024,1120,1,2,8,6,87,11,9,16,10,4,1888,430,0
2024,1120,1,3,6,2,59,7,9,8,3,1,1636,650,2
2024,1120,1,4,4,9,86,21,6,13,5,3,1722,843,3
2024,1120,1,5,23,34,122,57,37,32,29,21,1667,1692,4
2024,1120,1,6,44,54,273,145,55,54,41,51,1473,2357,1
2024,1120,1,7,52,61,258,155,52,84,47,37,1474,2468,4
2024,1120,1,8,52,55,218,133,48,68,31,29,1068,2581,5
2024,1120,1,9,42,44,172,83,34,73,31,15,1042,2201,8
2024,1120,1,10,40,29,130,63,27,53,29,13,892,1982,3
2024,1120,1,11,44,43,152,73,25,98,24,14,937,1793,6
2024,1120,1,12,42,49,222,77,28,102,30,23,1138,1725,5
2024,1120,1,13,65,30,208,57,18,84,21,12,992,1350,6
2024,1120,1,14,59,33,197,49,12,63,17,2,680,976,12
2024,1120,1,15,41,24,159,33,11,43,10,3,508,712,18
2024,1120,1,16,34,13,144,34,12,34,11,8,531,424,19
2024,1120,1,17,44,12,228,29,3,38,5,1,913,281,37
2025,1120,1,1,7,1,49,8,1,5,7,2,2109,220,0
2025,1120,1,2,7,4,75,11,9,17,10,4,1894,476,0
2025,1120,1,3,6,4,59,8,4,11,3,2,1639,658,2
2025,1120,1,4,6,10,86,18,9,9,4,3,1715,869,2
2025,1120,1,5,26,25,117,58,34,36,26,16,1704,1702,6
2025,1120,1,6,44,56,253,138,58,49,42,43,1446,2392,2
2025,1120,1,7,45,63,302,160,45,74,49,36,1456,2461,2
2025,1120,1,8,59,56,211,127,60,65,32,32,1043,2601,4
2025,1120,1,9,45,45,180,97,30,68,28,17,1032,2229,7
2025,1120,1,10,41,30,127,60,28,53,32,13,880,1999,5
2025,1120,1,11,42,48,138,68,26,80,25,10,907,1838,3
2025,1120,1,12,37,46,208,82,23,107,28,19,1110,1745,6
2025,1120,1,13,66,34,211,63,17,84,23,18,1010,1440,7
2025,1120,1,14,47,34,194,53,16,67,18,2,721,1012,11
2025,1120,1,15,48,24,160,35,8,47,8,2,475,717,15
2025,1120,1,16,31,20,130,35,13,33,11,9,500,453,20
2025,1120,1,17,49,11,225,27,5,39,6,1,934,316,30
2008,1130,1,1,1,1,18,6,0,6,1,2,1009,71,0
2008,1130,1,2,0,3,27,5,3,8,3,0,970,113,0
2008,1130,1,3,1,8,48,5,3,7,3,5,940,119,2
2008,1130,1,4,8,5,20,10,6,13,3,0,995,118,2
2008,1130,1,5,15,15,71,20,16,26,9,6,900,230,2
2008,1130,1,6,13,16,49,29,14,46,13,2,811,307,2
2008,1130,1,7,21,25,56,37,12,48,12,15,749,365,3
2008,1130,1,8,22,48,103,58,25,71,27,11,988,415,2
2008,1130,1,9,19,32,120,58,27,76,30,16,1123,427,11
2008,1130,1,10,25,37,155,43,17,62,18,13,997,348,20
2008,1130,1,11,26,34,140,43,15,54,6,2,686,286,25
2008,1130,1,12,37,27,128,51,17,49,16,5,703,273,31
2008,1130,1,13,15,25,157,61,22,58,19,7,867,278,61
2008,1130,1,14,28,24,169,53,11,46,13,5,1054,277,89
2008,1130,1,15,24,8,92,13,4,23,5,7,396,159,49
2008,1130,1,16,16,7,82,19,4,23,2,3,508,146,90
2008,1130,1,17,14,6,132,25,6,28,8,4,607,183,258
2009,1130,1,1,1,2,19,9,2,3,0,1,991,73,0
2009,1130,1,2,0,3,27,4,2,7,4,1,971,121,0
2009,1130,1,3,0,8,46,3,3,7,4,4,938,132,0
2009,1130,1,4,6,5,26,13,5,11,3,1,1004,129,2
2009,1130,1,5,14,17,61,19,16,18,12,5,886,237,2
2009,1130,1,6,14,17,52,31,17,46,11,5,845,309,2
2009,1130,1,7,19,23,67,37,11,43,8,11,735,390,3
2009,1130,1,8,26,41,109,52,19,65,28,14,904,398,0
2009,1130,1,9,15,43,115,69,25,72,27,18,1122,443,9
2009,1130,1,10,26,39,146,43,26,69,24,15,1063,360,14
2009,1130,1,11,29,30,145,53,13,63,6,2,744,269,24
2009,1130,1,12,32,27,141,48,15,47,12,6,634,279,23
2009,1130,1,13,20,27,149,67,23,55,16,7,804,251,38
2009,1130,1,14,23,22,175,52,16,56,14,4,1158,287,79
2009,1130,1,15,28,11,98,15,4,23,4,7,428,185,41
2009,1130,1,16,16,8,87,22,3,23,3,4,477,138,55
2009,1130,1,17,19,7,150,26,6,32,8,4,673,177,175
2010,1130,1,1,2,2,23,9,3,5,0,2,1006,63,0
2010,1130,1,2,1,3,26,3,1,6,3,2,944,121,0
2010,1130,1,3,0,9,38,2,5,8,7,2,952,129,0
2010,1130,1,4,5,4,40,14,6,9,4,3,983,142,1
2010,1130,1,5,15,17,56,25,11,24,10,5,920,241,2
2010,1130,1,6,15,15,54,34,19,43,9,7,878,305,2
2010,1130,1,7,16,32,63,35,10,47,13,7,726,394,2
2010,1130,1,8,25,33,102,51,21,61,21,16,843,402,0
2010,1130,1,9,20,54,110,72,24,63,28,19,1140,449,7
2010,1130,1,10,22,38,150,58,28,80,23,14,1068,369,10
2010,1130,1,11,26,37,134,49,16,55,9,5,807,284,21
2010,1130,1,12,32,24,139,46,16,48,13,2,603,285,22
2010,1130,1,13,21,29,132,64,21,51,17,9,751,251,25
2010,1130,1,14,20,20,180,50,16,66,12,6,1097,296,49
2010,1130,1,15,34,13,121,26,5,26,8,6,578,196,40
2010,1130,1,16,15,10,79,17,2,28,3,5,444,136,37
2010,1130,1,17,23,6,165,33,8,31,8,3,745,179,104
2011,1130,1,1,2,2,30,5,6,6,1,0,1005,72,0
2011,1130,1,2,3,3,28,5,1,7,3,3,934,129,0
2011,1130,1,3,0,6,37,3,3,12,5,0,955,134,0
2011,1130,1,4,5,7,48,15,7,9,4,5,950,137,0
2011,1130,1,5,15,21,60,20,12,20,11,5,955,259,1
2011,1130,1,6,15,17,55,36,19,38,13,5,867,328,1
2011,1130,1,7,16,38,63,32,13,39,10,6,724,400,0
2011,1130,1,8,22,39,88,48,17,58,19,15,812,404,0
2011,1130,1,9,22,52,106,79,29,71,27,13,1068,431,2
2011,1130,1,10,21,33,150,60,28,78,21,16,1088,386,9
2011,1130,1,11,23,36,139,50,16,60,14,7,862,296,14
2011,1130,1,12,32,28,123,38,15,38,7,1,623,283,16
2011,1130,1,13,23,26,126,55,18,55,14,8,764,251,20
2011,1130,1,14,19,19,171,55,20,66,19,6,969,301,29
2011,1130,1,15,30,19,136,30,7,30,11,7,725,207,33
2011,1130,1,16,20,10,87,18,4,25,2,6,420,133,20
2011,1130,1,17,21,8,168,33,8,37,8,3,812,186,42
2012,1130,1,1,1,3,35,6,7,7,3,0,1002,84,0
2012,1130,1,2,2,1,23,4,1,10,2,3,939,112,1
2012,1130,1,3,0,7,29,3,4,10,2,0,950,140,0
2012,1130,1,4,5,8,54,12,6,7,4,6,907,128,0
2012,1130,1,5,13,12,53,23,10,22,12,6,990,238,1
2012,1130,1,6,13,21,66,35,16,35,14,7,860,315,2
2012,1130,1,7,20,33,68,41,13,44,12,9,744,376,0
2012,1130,1,8,23,31,72,43,16,49,18,8,781,400,1
2012,1130,1,9,20,60,115,75,27,79,27,17,982,445,1
2012,1130,1,10,22,38,143,63,26,76,22,11,1124,394,5
2012,1130,1,11,24,40,135,48,19,62,16,11,905,315,12
2012,1130,1,12,31,27,136,39,17,44,8,3,643,279,17
2012,1130,1,13,30,29,131,51,16,49,12,7,752,256,19
2012,1130,1,14,17,20,156,58,22,60,19,6,827,285,28
2012,1130,1,15,29,23,147,36,10,42,10,7,887,230,33
2012,1130,1,16,18,8,86,16,3,20,3,6,365,136,16
2012,1130,1,17,21,10,156,36,7,37,8,4,804,181,36
2013,1130,1,1,1,3,41,4,3,8,3,1,1005,83,0
2013,1130,1,2,2,3,25,6,4,9,1,3,943,119,1
2013,1130,1,3,0,3,30,3,3,11,4,0,951,138,0
2013,1130,1,4,3,8,55,6,3,5,5,3,928,141,0
2013,1130,1,5,10,16,50,34,17,22,12,9,961,233,1
2013,1130,1,6,13,24,78,30,14,33,10,7,866,336,3
2013,1130,1,7,21,34,53,50,19,49,14,9,741,380,0
2013,1130,1,8,20,32,66,41,18,52,17,10,704,425,1
2013,1130,1,9,22,53,117,74,25,74,28,15,968,433,0
2013,1130,1,10,20,44,126,71,29,79,25,15,1111,418,5
2013,1130,1,11,20,40,157,54,18,68,19,11,997,344,13
2013,1130,1,12,29,36,134,40,15,52,8,1,672,292,14
2013,1130,1,13,37,24,122,52,16,47,12,5,682,269,16
2013,1130,1,14,16,20,153,54,24,59,17,9,806,277,28
2013,1130,1,15,27,24,158,49,10,46,12,5,964,241,32
2013,1130,1,16,17,7,90,13,3,22,4,7,355,142,19
2013,1130,1,17,22,9,152,31,7,30,9,4,814,180,34
2014,1130,1,1,1,5,38,6,3,4,2,2,1063,94,0
2014,1130,1,2,2,5,25,7,5,7,1,3,971,122,0
2014,1130,1,3,0,1,31,4,2,10,3,0,945,150,0
2014,1130,1,4,4,7,47,6,5,10,4,2,928,159,0
2014,1130,1,5,5,13,59,34,17,20,9,6,944,268,1
2014,1130,1,6,15,18,74,31,15,34,11,5,872,368,0
2014,1130,1,7,23,44,62,53,22,37,13,8,773,411,2
2014,1130,1,8,17,35,68,43,16,55,14,9,709,468,0
2014,1130,1,9,28,51,120,65,25,72,31,14,882,451,1
2014,1130,1,10,16,42,120,82,28,77,22,14,1088,444,5
2014,1130,1,11,21,44,147,50,25,65,25,12,1061,375,11
2014,1130,1,12,30,34,136,53,12,62,9,2,728,300,14
2014,1130,1,13,29,25,127,43,17,43,10,4,614,270,12
2014,1130,1,14,20,23,139,59,21,54,15,7,760,252,25
2014,1130,1,15,22,21,162,46,13,57,15,7,1044,262,29
2014,1130,1,16,21,9,89,13,3,18,4,5,366,155,19
2014,1130,1,17,23,10,151,29,6,35,9,5,790,184,35
2015,1130,1,1,0,6,37,3,4,5,1,1,1120,98,2
2015,1130,1,2,2,3,29,10,6,9,1,2,980,140,0
2015,1130,1,3,1,2,31,2,1,9,2,1,936,175,0
2015,1130,1,4,0,9,38,5,7,11,6,1,925,170,0
2015,1130,1,5,8,12,66,41,12,14,7,8,979,285,2
2015,1130,1,6,14,21,66,39,23,41,11,4,890,441,1
2015,1130,1,7,21,41,63,50,18,34,12,6,768,470,2
2015,1130,1,8,19,35,62,47,17,59,14,7,699,534,1
2015,1130,1,9,26,40,110,56,24,74,25,16,818,477,3
2015,1130,1,10,18,54,113,76,24,70,27,14,1092,459,3
2015,1130,1,11,22,38,149,64,28,69,21,12,1047,405,10
2015,1130,1,12,28,43,132,54,14,60,10,6,792,308,12
2015,1130,1,13,31,24,128,39,18,39,11,3,599,287,12
2015,1130,1,14,21,23,123,60,20,54,15,7,724,246,18
2015,1130,1,15,18,18,163,43,14,59,13,6,976,271,26
2015,1130,1,16,22,12,111,23,4,23,7,5,494,171,26
2015,1130,1,17,22,10,142,27,7,37,9,7,785,187,31
2016,1130,1,1,2,7,35,3,5,6,3,1,1165,123,0
2016,1130,1,2,1,3,39,8,5,5,3,1,1005,193,2
2016,1130,1,3,1,2,26,4,4,8,0,2,937,202,0
2016,1130,1,4,0,9,41,3,7,14,6,0,930,283,0
2016,1130,1,5,6,13,72,34,16,14,6,7,918,515,3
2016,1130,1,6,19,23,75,35,15,36,16,7,912,653,1
2016,1130,1,7,15,39,77,50,26,39,15,4,813,648,4
2016,1130,1,8,19,43,66,54,18,50,12,10,699,619,0
2016,1130,1,9,24,41,96,57,27,73,26,16,790,539,4
2016,1130,1,10,19,51,114,79,27,79,29,14,1049,483,2
2016,1130,1,11,21,39,151,64,28,69,24,16,1058,433,11
2016,1130,1,12,25,42,136,51,20,60,13,8,853,336,11
2016,1130,1,13,29,29,114,38,13,40,11,2,597,290,12
2016,1130,1,14,24,23,119,54,19,52,10,7,716,250,16
2016,1130,1,15,18,16,153,48,15,60,18,6,852,280,23
2016,1130,1,16,23,18,115,27,7,24,9,6,615,180,27
2016,1130,1,17,21,11,149,29,9,33,10,8,746,197,33
2017,1130,1,1,0,7,39,5,6,5,4,1,1179,118,0
2017,1130,1,2,3,4,44,7,5,2,3,1,995,212,4
2017,1130,1,3,1,3,20,4,2,10,0,3,931,213,3
2017,1130,1,4,0,4,33,7,8,11,3,0,932,327,0
2017,1130,1,5,5,15,71,25,17,13,12,7,906,494,2
2017,1130,1,6,14,22,67,38,21,35,12,6,895,686,3
2017,1130,1,7,14,40,87,51,20,46,10,8,792,695,2
2017,1130,1,8,26,39,73,64,21,47,15,8,727,659,2
2017,1130,1,9,22,37,83,50,29,63,19,14,745,560,4
2017,1130,1,10,19,57,116,69,28,86,31,16,992,515,2
2017,1130,1,11,21,39,134,76,27,77,22,11,1092,452,6
2017,1130,1,12,26,43,140,56,20,63,20,13,889,360,11
2017,1130,1,13,26,29,128,43,19,42,10,3,616,299,14
2017,1130,1,14,28,22,117,49,15,54,13,5,722,263,14
2017,1130,1,15,17,19,137,53,17,53,17,6,736,262,21
2017,1130,1,16,23,21,121,33,9,35,9,6,760,213,26
2017,1130,1,17,25,13,148,28,7,32,10,9,714,207,32
2018,1130,1,1,0,1,41,5,6,5,8,0,1202,106,0
2018,1130,1,2,3,8,43,5,1,6,3,1,1008,228,5
2018,1130,1,3,1,4,24,8,7,9,0,3,945,211,3
2018,1130,1,4,0,4,33,9,6,12,3,2,923,291,1
2018,1130,1,5,4,18,73,17,14,18,12,11,889,485,0
2018,1130,1,6,14,20,67,34,12,33,14,8,875,637,4
2018,1130,1,7,19,31,80,51,24,40,9,5,798,728,2
2018,1130,1,8,22,42,68,75,25,57,17,11,738,672,1
2018,1130,1,9,23,42,76,47,21,54,18,17,733,548,1
2018,1130,1,10,21,50,112,70,28,79,30,16,952,523,2
2018,1130,1,11,17,47,118,73,31,80,20,15,1053,482,4
2018,1130,1,12,23,38,149,65,18,65,25,14,961,390,14
2018,1130,1,13,27,39,124,41,17,53,10,4,653,311,9
2018,1130,1,14,31,21,110,47,14,44,13,3,648,262,12
2018,1130,1,15,18,20,131,51,21,54,18,8,728,260,23
2018,1130,1,16,23,23,131,45,8,40,11,5,832,216,25
2018,1130,1,17,25,11,149,29,7,35,10,9,716,214,33
2019,1130,1,1,0,0,31,3,8,3,4,1,1170,88,0
2019,1130,1,2,3,6,47,4,2,8,4,1,1032,208,4
2019,1130,1,3,2,4,24,8,4,8,2,1,932,195,4
2019,1130,1,4,1,4,32,7,8,11,5,1,935,260,1
2019,1130,1,5,8,18,72,16,15,18,12,10,895,383,0
2019,1130,1,6,13,22,83,32,8,37,13,8,853,573,3
2019,1130,1,7,16,25,76,53,25,26,15,7,788,677,2
2019,1130,1,8,23,51,81,80,29,45,12,11,747,651,1
2019,1130,1,9,21,39,73,46,19,60,21,17,715,605,1
2019,1130,1,10,25,43,109,57,30,80,31,17,872,504,1
2019,1130,1,11,12,48,115,81,25,78,18,13,1036,503,5
2019,1130,1,12,25,45,146,59,24,70,30,15,999,402,11
2019,1130,1,13,30,33,124,50,14,58,9,3,690,291,8
2019,1130,1,14,26,21,121,41,15,41,12,5,588,268,9
2019,1130,1,15,19,23,126,57,22,49,15,6,691,235,21
2019,1130,1,16,23,20,135,42,10,45,13,7,900,237,23
2019,1130,1,17,26,12,145,30,8,33,12,9,713,224,33
2020,1130,1,1,0,1,35,2,6,6,1,2,1174,69,0
2020,1130,1,2,2,7,39,3,3,7,4,0,1069,212,4
2020,1130,1,3,3,3,31,10,5,9,2,1,917,206,1
2020,1130,1,4,2,4,32,7,5,12,2,2,919,278,2
2020,1130,1,5,6,17,65,16,12,14,12,7,876,366,0
2020,1130,1,6,12,21,89,31,12,29,13,9,867,517,3
2020,1130,1,7,15,21,83,60,29,31,18,9,784,705,3
2020,1130,1,8,26,44,76,73,25,48,13,12,781,658,1
2020,1130,1,9,22,33,74,47,21,66,24,14,689,630,1
2020,1130,1,10,22,42,100,57,28,72,28,18,812,503,1
2020,1130,1,11,16,53,109,82,25,65,25,16,1062,509,3
2020,1130,1,12,24,40,150,69,27,77,28,13,997,416,14
2020,1130,1,13,27,44,124,51,15,58,12,7,743,303,7
2020,1130,1,14,26,23,127,35,15,42,12,4,555,264,8
2020,1130,1,15,19,21,115,58,21,50,15,5,667,232,13
2020,1130,1,16,20,18,135,36,12,52,13,6,835,234,21
2020,1130,1,17,26,16,164,43,8,35,15,11,810,248,33
2021,1130,1,1,0,4,42,4,8,7,1,1,1142,78,0
2021,1130,1,2,3,4,35,5,3,8,3,0,1084,204,2
2021,1130,1,3,3,4,40,7,5,8,4,1,891,223,3
2021,1130,1,4,2,2,29,8,5,10,2,4,914,237,2
2021,1130,1,5,2,14,55,17,9,14,6,3,859,386,0
2021,1130,1,6,9,21,85,31,16,24,14,8,825,504,2
2021,1130,1,7,24,22,83,52,31,35,20,10,784,677,2
2021,1130,1,8,23,31,83,78,28,49,13,5,762,691,1
2021,1130,1,9,21,39,79,64,18,66,23,14,693,661,0
2021,1130,1,10,20,42,88,49,22,70,25,18,786,544,1
2021,1130,1,11,17,48,117,86,21,69,28,14,1009,519,3
2021,1130,1,12,21,38,148,71,28,74,23,15,1012,435,14
2021,1130,1,13,24,43,125,50,19,58,14,8,791,341,4
2021,1130,1,14,26,26,114,36,13,39,11,4,556,261,7
2021,1130,1,15,17,19,106,51,16,48,11,5,657,236,14
2021,1130,1,16,21,17,130,44,14,52,16,6,753,237,16
2021,1130,1,17,30,22,172,41,13,42,17,13,877,266,31
2022,1130,1,1,1,3,34,6,6,6,4,1,1133,71,0
2022,1130,1,2,0,10,41,6,3,12,3,0,1126,181,1
2022,1130,1,3,6,4,48,7,5,8,3,0,910,241,2
2022,1130,1,4,3,4,25,12,4,13,1,2,911,221,0
2022,1130,1,5,4,10,50,21,12,10,8,3,834,351,2
2022,1130,1,6,10,18,90,29,15,19,16,9,805,518,0
2022,1130,1,7,20,18,87,57,25,38,13,10,806,635,5
2022,1130,1,8,26,33,94,66,33,51,15,6,728,714,3
2022,1130,1,9,23,43,80,79,18,60,26,14,697,723,0
2022,1130,1,10,20,35,86,46,21,69,21,15,776,539,2
2022,1130,1,11,16,47,117,72,26,77,30,19,953,526,3
2022,1130,1,12,20,43,142,80,26,79,19,10,1056,462,9
2022,1130,1,13,24,42,136,51,16,63,20,14,842,353,8
2022,1130,1,14,24,26,114,36,18,38,10,4,568,264,7
2022,1130,1,15,19,21,110,43,15,44,12,4,654,234,11
2022,1130,1,16,18,19,118,48,15,46,16,6,635,215,15
2022,1130,1,17,28,24,167,42,14,50,16,14,977,288,29
2023,1130,1,1,3,6,28,7,5,6,2,1,1110,92,0
2023,1130,1,2,0,7,42,8,4,13,9,0,1132,226,0
2023,1130,1,3,6,6,44,6,1,8,3,0,928,316,2
2023,1130,1,4,3,5,33,9,7,10,1,1,893,262,0
2023,1130,1,5,6,10,46,16,11,16,5,2,870,363,2
2023,1130,1,6,13,18,100,24,14,17,18,9,817,520,0
2023,1130,1,7,20,25,106,61,22,40,17,9,770,696,4
2023,1130,1,8,24,24,93,66,39,47,13,3,754,790,2
2023,1130,1,9,26,39,84,80,23,67,25,16,748,747,1
2023,1130,1,10,27,40,87,46,21,63,22,13,720,606,0
2023,1130,1,11,20,45,122,75,26,77,31,19,940,546,4
2023,1130,1,12,19,41,120,72,29,80,20,17,1043,503,6
2023,1130,1,13,21,36,148,60,18,73,23,13,920,389,11
2023,1130,1,14,25,31,119,36,15,46,11,4,594,293,4
2023,1130,1,15,22,18,98,41,16,39,11,3,576,232,10
2023,1130,1,16,19,19,118,45,15,40,17,6,619,222,16
2023,1130,1,17,30,28,175,45,13,57,16,13,1029,306,29
2024,1130,1,1,3,5,18,4,2,8,2,1,1062,107,0
2024,1130,1,2,1,7,42,10,7,13,8,0,1084,214,0
2024,1130,1,3,4,6,41,7,1,10,4,0,965,322,2
2024,1130,1,4,2,5,38,11,5,7,2,1,877,295,0
2024,1130,1,5,5,12,46,18,12,15,4,2,891,390,1
2024,1130,1,6,12,8,92,25,28,20,14,7,784,563,0
2024,1130,1,7,17,23,103,58,20,34,14,10,762,687,2
2024,1130,1,8,24,27,102,64,32,44,16,4,749,808,2
2024,1130,1,9,28,42,92,87,31,60,19,13,763,750,3
2024,1130,1,10,25,35,81,48,19,59,25,16,704,681,0
2024,1130,1,11,21,47,115,68,27,79,32,19,878,559,2
2024,1130,1,12,13,41,117,79,25,79,23,16,1036,566,5
2024,1130,1,13,25,41,133,61,23,74,23,15,963,399,10
2024,1130,1,14,22,27,115,44,12,51,11,3,626,290,4
2024,1130,1,15,17,17,111,35,13,35,9,6,516,231,9
2024,1130,1,16,21,24,106,49,19,38,16,4,588,201,15
2024,1130,1,17,32,30,175,46,13,58,17,14,1060,333,29
2025,1130,1,1,4,3,17,5,5,6,2,0,1075,98,0
2025,1130,1,2,2,9,41,9,6,14,7,0,1068,209,0
2025,1130,1,3,3,6,37,4,2,7,5,0,1001,324,2
2025,1130,1,4,3,2,39,11,6,10,2,2,891,308,0
2025,1130,1,5,6,10,46,12,13,17,8,1,906,396,0
2025,1130,1,6,9,13,98,26,25,20,10,6,768,545,1
2025,1130,1,7,14,24,102,53,25,29,14,6,771,644,2
2025,1130,1,8,28,30,99,65,29,50,16,6,758,833,4
2025,1130,1,9,29,41,98,81,30,58,22,11,777,780,1
2025,1130,1,10,21,33,82,55,19,62,26,10,686,710,1
2025,1130,1,11,21,43,108,64,29,76,28,19,800,596,3
2025,1130,1,12,18,50,113,80,26,77,27,20,1058,581,2
2025,1130,1,13,22,38,140,71,25,74,20,11,966,416,11
2025,1130,1,14,21,33,112,44,15,55,11,7,675,310,3
2025,1130,1,15,19,19,123,33,13,36,10,5,490,231,6
2025,1130,1,16,17,20,95,48,17,40,15,4,564,204,15
2025,1130,1,17,35,31,193,52,15,59,16,14,1119,356,27
2008,1140,1,1,3,2,43,4,4,7,3,6,1867,83,0
2008,1140,1,2,5,2,43,9,3,10,1,2,1554,198,1
2008,1140,1,3,3,10,69,12,7,5,4,3,1494,251,1
2008,1140,1,4,10,7,72,11,8,16,3,5,1716,385,1
2008,1140,1,5,21,24,100,44,16,40,13,11,1500,700,2
2008,1140,1,6,27,36,127,53,24,44,17,14,1476,1012,5
2008,1140,1,7,32,39,164,73,30,80,32,17,1341,1004,4
2008,1140,1,8,39,53,241,92,40,103,33,15,1544,1065,8
2008,1140,1,9,44,62,306,107,30,119,27,21,1730,1038,24
2008,1140,1,10,68,57,340,77,18,102,23,16,1582,917,30
2008,1140,1,11,71,44,341,61,17,96,29,11,1106,746,59
2008,1140,1,12,55,30,289,60,24,75,13,7,1008,710,78
2008,1140,1,13,34,29,247,67,20,58,12,5,1392,581,110
2008,1140,1,14,42,33,270,30,9,52,8,2,1459,410,136
2008,1140,1,15,40,10,187,24,6,21,6,3,518,232,95
2008,1140,1,16,21,13,122,25,2,23,2,2,550,127,122
2008,1140,1,17,21,7,138,19,5,26,0,4,669,140,265
2009,1140,1,1,3,2,48,7,3,12,2,4,1821,81,0
2009,1140,1,2,2,3,38,9,4,6,2,3,1572,190,1
2009,1140,1,3,7,6,67,8,8,7,4,3,1465,252,1
2009,1140,1,4,9,7,79,11,10,15,2,3,1692,387,1
