Jahr,Bezirk,Geschlecht,Alter_Gruppe,Burgenland,Kaernten,Niederoesterreich,Oberoesterreich,Salzburg,Steiermark,Tirol,Vorarlberg,Wien,Ausland,Unbekannt
2013,1110,1,9,76,40,213,43,15,92,15,8,1706,1483,4
2013,1110,1,10,78,23,267,43,19,110,16,9,1760,1454,5
2013,1110,1,11,94,28,303,47,9,90,9,4,1411,1114,24
2013,1110,1,12,81,32,286,34,11,64,5,7,933,870,50
2013,1110,1,13,75,17,269,21,6,59,8,5,1016,693,43
2013,1110,1,14,41,16,231,44,6,58,6,4,1030,446,50
2013,1110,1,15,66,14,246,21,2,43,6,1,1078,324,59
2013,1110,1,16,44,3,126,11,1,16,1,1,425,187,55
2013,1110,1,17,42,5,117,6,0,21,0,0,563,154,55
2014,1110,1,1,5,4,111,8,2,3,1,0,2479,88,0
2014,1110,1,2,7,5,94,21,10,12,7,1,2382,182,1
2014,1110,1,3,9,6,57,9,3,5,2,3,2010,393,0
2014,1110,1,4,11,5,87,13,12,18,9,3,1903,607,3
2014,1110,1,5,30,25,123,48,14,21,14,10,1902,1052,4
2014,1110,1,6,66,18,144,40,18,43,11,9,1720,1567,1
2014,1110,1,7,62,34,168,46,16,74,13,8,1525,1585,1
2014,1110,1,8,67,30,199,55,21,74,17,8,1385,1552,2
2014,1110,1,9,76,32,206,45,14,97,18,11,1581,1497,3
2014,1110,1,10,70,36,250,47,20,106,14,6,1770,1488,3
2014,1110,1,11,89,23,298,46,10,99,8,6,1503,1210,19
2014,1110,1,12,87,34,286,39,10,62,4,5,1022,905,42
2014,1110,1,13,72,20,267,21,3,63,8,5,900,740,39
2014,1110,1,14,46,14,238,40,6,63,8,5,1030,433,51
2014,1110,1,15,64,15,237,24,4,44,6,1,1123,364,46
2014,1110,1,16,43,3,129,10,1,13,1,0,467,208,59
2014,1110,1,17,48,6,130,7,0,25,0,1,554,171,55
2015,1110,1,1,10,2,126,9,2,6,1,1,2589,115,0
2015,1110,1,2,6,8,101,14,9,10,7,2,2311,202,1
2015,1110,1,3,7,3,63,14,4,8,3,1,2149,377,1
2015,1110,1,4,13,8,77,11,7,17,4,2,1857,602,2
2015,1110,1,5,31,22,136,47,19,25,16,12,1948,1094,10
2015,1110,1,6,65,20,144,43,12,47,10,12,1741,1642,9
2015,1110,1,7,56,32,172,44,15,64,13,11,1586,1786,0
2015,1110,1,8,63,39,202,47,20,81,16,6,1310,1622,3
2015,1110,1,9,65,29,202,60,15,87,18,12,1505,1556,3
2015,1110,1,10,68,35,239,45,18,103,12,5,1763,1520,4
2015,1110,1,11,84,25,289,46,11,106,8,6,1581,1338,15
2015,1110,1,12,93,32,292,38,13,71,5,4,1100,940,26
2015,1110,1,13,65,19,266,21,2,57,8,4,819,782,44
2015,1110,1,14,57,19,225,36,6,59,9,7,1002,469,36
2015,1110,1,15,48,16,237,26,5,42,7,1,1084,383,47
2015,1110,1,16,52,3,152,12,1,21,1,0,582,232,50
2015,1110,1,17,51,7,128,6,0,24,0,1,560,184,53
2016,1110,1,1,14,2,136,6,1,6,4,1,2633,141,0
2016,1110,1,2,5,8,96,16,8,9,4,1,2322,247,0
2016,1110,1,3,8,5,69,16,8,7,4,2,2171,374,1
2016,1110,1,4,11,6,77,11,7,14,2,0,1851,669,0
2016,1110,1,5,32,22,140,45,21,37,16,13,1975,1199,8
2016,1110,1,6,61,28,137,36,9,40,16,13,1719,1725,4
2016,1110,1,7,65,27,164,48,20,61,14,5,1597,1941,2
2016,1110,1,8,60,38,196,47,21,82,19,8,1302,1794,3
2016,1110,1,9,61,30,184,64,19,75,19,8,1455,1629,0
2016,1110,1,10,70,37,233,47,16,103,17,6,1726,1512,3
2016,1110,1,11,82,28,282,44,9,109,11,9,1613,1455,12
2016,1110,1,12,90,30,287,38,13,84,5,4,1170,1033,27
2016,1110,1,13,64,24,264,26,4,51,7,3,789,799,35
2016,1110,1,14,58,18,243,31,6,58,6,6,1040,545,37
2016,1110,1,15,42,16,194,30,5,47,9,4,953,378,39
2016,1110,1,16,58,5,180,17,1,30,2,0,691,257,46
2016,1110,1,17,50,7,124,5,1,22,0,1,552,184,61
2017,1110,1,1,13,4,142,8,1,5,5,1,2872,164,0
2017,1110,1,2,6,10,99,15,10,11,3,1,2373,287,0
2017,1110,1,3,6,6,78,19,6,8,6,1,2239,405,0
2017,1110,1,4,12,5,79,7,8,12,1,0,1870,685,1
2017,1110,1,5,29,16,148,48,28,33,17,10,2002,1218,6
2017,1110,1,6,57,23,142,41,8,35,12,9,1771,1758,3
2017,1110,1,7,60,37,159,49,19,55,16,6,1620,2076,3
2017,1110,1,8,67,39,184,49,25,81,17,6,1336,1925,2
2017,1110,1,9,57,33,195,67,21,86,17,9,1391,1689,0
2017,1110,1,10,71,40,223,50,15,93,20,7,1662,1570,1
2017,1110,1,11,78,30,273,39,12,115,13,10,1656,1506,9
2017,1110,1,12,91,35,286,39,14,84,7,3,1267,1113,20
2017,1110,1,13,60,19,262,30,5,61,7,3,808,879,30
2017,1110,1,14,62,18,260,27,5,47,7,6,1025,599,41
2017,1110,1,15,35,15,174,32,3,53,8,4,833,383,37
2017,1110,1,16,63,10,200,18,1,32,3,0,793,273,42
2017,1110,1,17,47,7,129,6,1,20,1,1,557,180,59
2018,1110,1,1,11,3,161,7,2,8,3,1,2906,146,0
2018,1110,1,2,8,8,108,15,9,10,5,1,2423,342,0
2018,1110,1,3,7,10,85,18,7,11,6,1,2254,412,0
2018,1110,1,4,8,7,70,10,8,12,3,1,1937,741,1
2018,1110,1,5,26,14,143,34,27,24,12,12,1957,1226,6
2018,1110,1,6,51,26,152,39,15,36,16,10,1836,1754,2
2018,1110,1,7,57,36,155,47,18,47,15,6,1618,2201,6
2018,1110,1,8,59,36,170,40,26,71,18,8,1383,1957,1
2018,1110,1,9,62,34,204,70,19,74,18,8,1341,1774,0
2018,1110,1,10,61,42,205,52,16,92,23,7,1597,1679,3
2018,1110,1,11,72,28,248,41,12,110,14,10,1688,1538,5
2018,1110,1,12,85,32,291,42,9,84,7,3,1310,1172,19
2018,1110,1,13,66,27,262,32,10,58,8,4,852,918,30
2018,1110,1,14,68,14,241,25,5,49,7,6,900,677,35
2018,1110,1,15,34,14,192,31,4,53,6,3,874,393,37
2018,1110,1,16,57,13,187,22,1,33,6,1,857,268,41
2018,1110,1,17,61,7,135,9,1,24,1,1,544,192,55
2019,1110,1,1,10,6,160,6,3,9,4,2,2912,115,0
2019,1110,1,2,8,8,113,15,7,10,4,2,2481,357,0
2019,1110,1,3,7,7,86,17,10,12,4,0,2283,425,0
2019,1110,1,4,8,8,67,12,7,8,4,3,2019,666,2
2019,1110,1,5,18,10,147,25,26,32,11,12,1874,1309,4
2019,1110,1,6,50,27,165,40,16,32,18,12,1917,1753,9
2019,1110,1,7,61,35,157,55,18,51,21,10,1608,2278,7
2019,1110,1,8,56,34,164,47,20,65,20,7,1428,2083,0
2019,1110,1,9,59,32,198,55,20,67,17,7,1277,1892,2
2019,1110,1,10,61,34,189,57,14,89,25,6,1467,1718,6
2019,1110,1,11,64,38,246,45,18,107,16,13,1675,1628,4
2019,1110,1,12,83,28,280,45,9,92,9,3,1380,1283,13
2019,1110,1,13,72,31,274,33,13,65,5,4,935,941,31
2019,1110,1,14,62,17,241,21,2,44,8,6,787,713,28
2019,1110,1,15,40,14,205,29,5,58,7,4,886,395,40
2019,1110,1,16,54,12,186,27,4,34,5,1,906,303,31
2019,1110,1,17,66,7,146,10,1,17,1,1,568,218,59
2020,1110,1,1,8,3,169,9,3,10,2,2,2921,102,0
2020,1110,1,2,12,9,124,9,10,7,3,2,2595,379,0
2020,1110,1,3,9,11,91,19,10,16,4,1,2258,461,0
2020,1110,1,4,6,4,75,13,7,10,4,4,2114,631,1
2020,1110,1,5,18,18,131,14,24,35,9,9,1850,1238,10
2020,1110,1,6,44,24,191,46,28,37,18,8,1915,1753,5
2020,1110,1,7,62,27,150,46,17,45,17,9,1599,2311,8
2020,1110,1,8,47,31,166,50,19,59,23,7,1439,2184,1
2020,1110,1,9,59,41,189,51,21,67,13,6,1238,2012,0
2020,1110,1,10,57,30,189,60,16,84,25,8,1394,1775,6
2020,1110,1,11,70,37,234,45,16,102,14,11,1664,1689,4
2020,1110,1,12,74,31,268,49,10,99,12,5,1476,1417,11
2020,1110,1,13,73,30,266,30,13,73,5,3,994,988,22
2020,1110,1,14,56,15,243,22,3,42,6,5,723,739,29
2020,1110,1,15,52,17,188,27,5,53,8,5,866,408,32
2020,1110,1,16,42,13,173,24,4,34,6,1,846,317,37
2020,1110,1,17,72,7,173,11,1,22,1,1,682,237,54
2021,1110,1,1,9,3,159,14,6,12,5,3,2925,75,0
2021,1110,1,2,9,11,125,8,7,6,4,4,2607,349,0
2021,1110,1,3,7,8,94,23,8,12,3,3,2279,485,1
2021,1110,1,4,8,5,73,13,11,11,5,5,2134,626,1
2021,1110,1,5,15,17,141,20,19,29,6,11,1849,1269,7
2021,1110,1,6,46,34,190,40,34,41,20,10,1913,1685,6
2021,1110,1,7,53,26,151,51,14,34,19,6,1602,2325,5
2021,1110,1,8,50,28,167,58,21,57,18,2,1412,2264,4
2021,1110,1,9,58,37,175,41,24,69,16,9,1238,2058,0
2021,1110,1,10,51,27,169,61,22,70,21,6,1345,1855,4
2021,1110,1,11,68,40,226,47,14,98,20,9,1624,1695,5
2021,1110,1,12,76,29,269,42,8,102,14,7,1518,1524,10
2021,1110,1,13,74,30,259,31,12,72,6,2,1064,1051,20
2021,1110,1,14,58,19,242,21,7,42,6,3,694,764,25
2021,1110,1,15,51,19,202,25,5,44,5,6,904,475,32
2021,1110,1,16,37,11,149,25,2,41,7,2,741,294,32
2021,1110,1,17,75,8,194,15,1,27,2,0,756,253,55
2022,1110,1,1,9,2,147,16,2,7,8,3,2914,86,0
2022,1110,1,2,9,10,124,14,11,7,2,4,2705,317,0
2022,1110,1,3,7,11,102,20,11,10,3,2,2294,528,1
2022,1110,1,4,9,8,80,15,9,11,5,6,2202,655,0
2022,1110,1,5,15,21,125,16,15,24,15,13,1871,1268,5
2022,1110,1,6,39,33,198,44,41,38,23,14,1851,1763,6
2022,1110,1,7,51,26,160,50,20,38,15,5,1611,2315,4
2022,1110,1,8,43,31,152,53,23,46,26,7,1404,2358,5
2022,1110,1,9,59,34,158,45,25,65,16,8,1214,2120,0
2022,1110,1,10,52,29,174,59,19,73,17,8,1303,1876,2
2022,1110,1,11,64,36,213,43,16,82,22,7,1547,1752,6
2022,1110,1,12,69,34,251,37,11,112,14,10,1535,1591,8
2022,1110,1,13,80,31,255,35,14,68,9,2,1177,1136,18
2022,1110,1,14,53,19,229,21,7,55,6,3,715,842,24
2022,1110,1,15,53,16,220,21,5,40,7,5,880,522,30
2022,1110,1,16,31,9,132,25,1,42,6,2,631,301,30
2022,1110,1,17,71,10,196,17,3,30,3,0,810,255,47
2023,1110,1,1,7,1,116,11,3,11,7,1,2901,162,0
2023,1110,1,2,8,6,145,20,12,8,8,6,2724,378,0
2023,1110,1,3,8,11,101,16,9,6,2,3,2337,631,1
2023,1110,1,4,8,11,98,16,10,13,4,2,2237,751,0
2023,1110,1,5,18,25,104,20,19,20,22,21,1962,1397,5
2023,1110,1,6,37,25,204,41,33,35,24,10,1826,1873,8
2023,1110,1,7,51,29,164,55,23,38,14,8,1675,2430,5
2023,1110,1,8,42,33,137,57,16,40,25,9,1376,2510,3
2023,1110,1,9,56,31,167,38,24,61,23,7,1227,2293,2
2023,1110,1,10,53,31,174,56,18,64,19,11,1255,1902,2
2023,1110,1,11,59,36,189,47,17,83,22,6,1467,1884,6
2023,1110,1,12,66,32,235,35,13,111,17,9,1580,1663,6
2023,1110,1,13,75,26,261,38,12,71,9,4,1186,1238,16
2023,1110,1,14,57,28,230,23,10,54,6,4,746,886,27
2023,1110,1,15,54,14,204,17,4,42,7,5,765,604,27
2023,1110,1,16,30,9,151,24,2,43,5,1,670,317,28
2023,1110,1,17,70,12,186,20,3,27,5,1,830,262,43
2024,1110,1,1,5,3,117,8,6,10,6,1,2790,185,0
2024,1110,1,2,8,5,147,19,12,12,8,5,2712,357,0
2024,1110,1,3,8,12,105,15,9,7,4,4,2357,614,0
2024,1110,1,4,8,11,104,18,9,12,5,1,2266,823,1
2024,1110,1,5,19,26,97,20,16,24,22,13,1974,1524,4
2024,1110,1,6,30,24,198,43,27,38,24,15,1766,2140,6
2024,1110,1,7,52,26,194,68,28,42,18,10,1733,2440,6
2024,1110,1,8,41,32,131,55,22,49,22,5,1394,2636,1
2024,1110,1,9,48,32,162,47,18,57,26,7,1278,2379,2
2024,1110,1,10,57,31,171,50,22,55,16,9,1180,2045,2
2024,1110,1,11,59,31,177,51,13,81,22,9,1370,1892,5
2024,1110,1,12,58,38,225,41,18,97,20,9,1562,1783,6
2024,1110,1,13,70,24,255,38,8,85,10,3,1245,1308,11
2024,1110,1,14,64,29,235,24,11,56,5,6,826,907,25
2024,1110,1,15,47,15,197,18,2,42,6,5,665,649,23
2024,1110,1,16,31,9,164,22,4,41,8,2,686,327,33
2024,1110,1,17,63,10,182,22,4,30,4,1,863,289,45
2025,1110,1,1,5,3,110,12,6,10,7,2,2776,190,0
2025,1110,1,2,6,5,143,17,7,18,9,5,2691,419,0
2025,1110,1,3,10,9,108,13,11,7,4,4,2438,596,0
2025,1110,1,4,7,10,103,20,9,15,3,1,2232,879,0
2025,1110,1,5,14,20,113,25,20,28,14,7,2054,1605,2
2025,1110,1,6,26,33,171,42,23,32,20,17,1719,2251,5
2025,1110,1,7,51,30,208,68,31,36,18,17,1699,2427,4
2025,1110,1,8,46,28,141,55,15,43,23,4,1420,2728,3
2025,1110,1,9,39,34,151,54,20,53,17,8,1282,2485,2
2025,1110,1,10,52,36,173,43,23,52,20,5,1146,2166,1
2025,1110,1,11,60,30,171,56,16,82,20,13,1308,1932,5
2025,1110,1,12,57,34,213,44,17,88,18,11,1514,1800,5
2025,1110,1,13,65,30,244,38,8,87,13,5,1329,1434,10
2025,1110,1,14,65,26,232,22,10,63,7,4,882,938,19
2025,1110,1,15,45,12,202,19,3,37,6,4,597,677,25
2025,1110,1,16,38,13,154,25,4,39,8,4,683,344,26
2025,1110,1,17,62,10,190,23,4,34,4,0,889,319,49
2008,1120,1,1,12,1,58,10,1,7,5,4,2164,103,0
2008,1120,1,2,8,3,46,20,3,8,5,0,1709,358,1
2008,1120,1,3,7,5,101,16,2,9,3,3,1662,353,2
2008,1120,1,4,14,8,66,8,10,4,5,2,1635,610,2
2008,1120,1,5,32,25,132,51,22,34,20,13,1434,1110,4
2008,1120,1,6,64,36,158,60,30,70,20,15,1383,1394,2
2008,1120,1,7,42,40,188,67,31,87,22,27,1238,1420,2
2008,1120,1,8,45,58,192,90,24,113,22,18,1273,1543,11
2008,1120,1,9,65,52,262,71,28,110,32,15,1414,1599,27
2008,1120,1,10,74,41,297,70,26,105,22,13,1257,1294,25
2008,1120,1,11,89,45,275,56,12,85,15,5,939,1075,64
2008,1120,1,12,67,29,281,42,20,57,8,7,885,919,65
2008,1120,1,13,49,16,238,48,16,54,18,5,958,655,110
2008,1120,1,14,65,12,221,32,3,38,3,6,1143,409,138
2008,1120,1,15,38,5,126,20,0,21,0,1,461,241,100
2008,1120,1,16,25,7,94,9,5,21,2,4,505,138,118
2008,1120,1,17,23,9,121,13,5,20,0,4,630,132,256
2009,1120,1,1,10,3,66,6,3,10,4,3,2171,93,0
2009,1120,1,2,6,3,46,20,3,8,5,1,1742,342,0
2009,1120,1,3,5,5,92,12,0,7,3,3,1639,385,2
2009,1120,1,4,12,8,76,10,8,7,6,3,1684,581,1
2009,1120,1,5,39,28,139,47,17,37,13,11,1449,1173,3
2009,1120,1,6,53,38,164,82,35,73,26,17,1456,1488,1
2009,1120,1,7,48,49,178,59,39,75,20,28,1207,1551,3
2009,1120,1,8,38,57,172,82,24,110,20,18,1208,1532,8
2009,1120,1,9,56,53,253,76,32,111,31,13,1407,1647,21
2009,1120,1,10,81,44,273,73,26,104,28,19,1296,1331,23
2009,1120,1,11,93,41,286,55,13,94,17,3,980,1116,44
2009,1120,1,12,66,29,266,45,22,57,9,7,811,947,56
2009,1120,1,13,58,17,254,47,17,62,15,7,948,728,83
2009,1120,1,14,68,13,217,34,3,42,6,5,1231,440,112
2009,1120,1,15,33,6,137,20,0,20,0,2,477,256,83
2009,1120,1,16,28,9,97,10,3,19,2,3,479,139,85
2009,1120,1,17,27,8,128,14,6,23,0,5,709,144,193
2010,1120,1,1,9,5,64,4,1,9,4,3,2210,78,0
2010,1120,1,2,7,3,51,23,3,6,4,1,1834,329,0
2010,1120,1,3,8,5,73,15,0,11,5,0,1548,400,2
2010,1120,1,4,10,9,95,19,6,10,5,5,1736,544,0
2010,1120,1,5,41,35,130,46,28,40,12,13,1467,1198,2
2010,1120,1,6,57,36,182,92,27,67,28,17,1471,1491,0
2010,1120,1,7,49,45,190,62,38,75,23,24,1185,1583,3
2010,1120,1,8,44,59,166,71,30,103,21,12,1175,1481,2
2010,1120,1,9,41,57,231,89,31,105,29,17,1372,1651,10
2010,1120,1,10,85,50,259,81,21,116,32,21,1308,1424,21
2010,1120,1,11,84,40,305,59,18,91,20,4,1050,1147,30
2010,1120,1,12,71,29,260,44,20,67,10,7,787,955,44
2010,1120,1,13,59,22,245,52,20,58,13,7,882,747,65
2010,1120,1,14,65,11,216,32,4,46,7,4,1202,481,69
2010,1120,1,15,35,8,163,24,0,28,1,3,613,278,65
2010,1120,1,16,35,8,100,12,1,17,2,2,471,145,64
2010,1120,1,17,26,9,135,14,8,27,0,5,748,144,129
2011,1120,1,1,6,5,53,6,0,5,2,1,2260,95,0
2011,1120,1,2,5,4,60,16,4,5,6,2,1908,263,0
2011,1120,1,3,8,6,57,19,3,12,5,0,1539,448,0
2011,1120,1,4,11,7,105,24,3,14,10,4,1696,542,0
2011,1120,1,5,33,32,129,50,36,37,10,11,1526,1197,2
2011,1120,1,6,60,42,169,95,32,65,32,17,1431,1548,0
2011,1120,1,7,51,46,194,66,38,78,30,26,1209,1589,0
2011,1120,1,8,46,47,159,69,23,97,23,14,1185,1509,4
2011,1120,1,9,43,52,199,90,38,110,27,17,1330,1640,6
2011,1120,1,10,75,51,260,76,27,117,30,19,1315,1482,14
2011,1120,1,11,78,45,281,64,21,85,23,6,1084,1161,17
2011,1120,1,12,82,29,258,45,16,73,10,8,774,985,34
2011,1120,1,13,59,26,235,50,18,58,10,6,930,815,39
2011,1120,1,14,50,10,198,35,8,43,12,4,1032,507,43
2011,1120,1,15,51,11,193,28,0,34,3,4,789,294,51
2011,1120,1,16,36,7,102,16,0,18,2,2,444,156,37
2011,1120,1,17,28,9,147,14,10,29,0,5,803,142,37
2012,1120,1,1,4,4,64,12,4,5,5,0,2210,112,2
2012,1120,1,2,6,9,67,12,2,2,6,3,1971,235,0
2012,1120,1,3,7,5,52,20,3,10,4,0,1498,469,0
2012,1120,1,4,13,6,109,21,3,11,7,5,1668,494,0
2012,1120,1,5,27,30,138,65,26,28,20,13,1612,1190,2
2012,1120,1,6,56,39,180,97,29,57,35,22,1375,1569,0
2012,1120,1,7,49,33,189,76,38,74,33,17,1253,1662,1
2012,1120,1,8,40,49,156,73,34,89,29,15,1149,1514,3
2012,1120,1,9,47,58,185,90,31,107,29,14,1267,1580,6
2012,1120,1,10,62,47,254,76,34,105,29,19,1298,1580,12
2012,1120,1,11,78,45,270,63,21,84,26,12,1122,1213,12
2012,1120,1,12,84,34,257,53,14,82,11,4,778,1050,37
2012,1120,1,13,62,26,248,44,19,55,8,8,907,831,37
2012,1120,1,14,35,10,182,31,9,47,14,5,907,529,39
2012,1120,1,15,62,13,207,34,1,37,3,3,922,319,52
2012,1120,1,16,38,5,111,15,0,13,0,0,426,170,38
2012,1120,1,17,30,15,140,15,9,29,3,6,807,146,35
2013,1120,1,1,5,2,71,15,4,4,4,0,2203,117,2
2013,1120,1,2,4,7,75,9,1,6,4,3,1951,203,0
2013,1120,1,3,6,6,45,19,4,7,4,0,1563,447,1
2013,1120,1,4,10,10,101,24,7,16,6,8,1625,518,0
2013,1120,1,5,34,37,150,87,30,32,22,14,1696,1210,4
2013,1120,1,6,58,34,193,85,40,63,30,18,1371,1678,2
2013,1120,1,7,58,39,189,91,35,88,40,19,1318,1677,0
2013,1120,1,8,44,42,165,76,32,83,35,20,1087,1572,2
2013,1120,1,9,51,59,180,82,29,103,29,13,1174,1602,6
2013,1120,1,10,58,50,253,78,33,105,30,19,1325,1597,7
2013,1120,1,11,72,37,266,65,23,101,23,14,1143,1309,13
2013,1120,1,12,78,43,238,50,10,77,16,3,854,1069,36
2013,1120,1,13,64,25,243,43,17,59,6,8,792,860,29
2013,1120,1,14,39,17,207,43,14,51,17,4,849,581,39
2013,1120,1,15,63,11,195,28,1,36,4,5,1038,335,55
2013,1120,1,16,31,5,118,18,0,19,0,0,403,176,40
2013,1120,1,17,40,15,141,17,7,24,4,5,797,162,32
2014,1120,1,1,9,0,63,7,5,9,4,1,2266,133,1
2014,1120,1,2,5,11,76,12,3,5,5,2,1954,210,0
2014,1120,1,3,5,6,48,22,4,7,4,2,1592,437,0
2014,1120,1,4,8,6,99,23,4,14,7,3,1569,590,4
2014,1120,1,5,35,46,159,100,36,37,20,25,1739,1182,7
2014,1120,1,6,60,38,231,86,40,68,24,25,1416,1796,6
2014,1120,1,7,53,42,202,112,33,91,42,21,1341,1806,2
2014,1120,1,8,49,38,158,75,32,68,31,23,1083,1671,1
2014,1120,1,9,46,55,169,80,24,99,33,13,1098,1552,6
2014,1120,1,10,50,48,242,79,32,116,24,19,1304,1655,7
2014,1120,1,11,76,37,252,68,28,101,26,13,1197,1348,13
2014,1120,1,12,83,40,257,56,11,83,17,5,887,1107,29
2014,1120,1,13,60,27,230,37,19,54,7,7,711,905,29
2014,1120,1,14,47,17,214,47,16,51,11,7,845,626,39
2014,1120,1,15,61,11,189,29,2,34,6,4,1087,375,44
2014,1120,1,16,30,4,121,18,0,18,0,1,403,187,39
2014,1120,1,17,43,14,143,17,5,25,4,4,764,156,38
2015,1120,1,1,13,2,66,8,4,11,5,1,2277,158,2
2015,1120,1,2,7,8,73,8,4,7,6,1,1945,230,2
2015,1120,1,3,6,6,55,21,4,5,3,2,1680,443,0
2015,1120,1,4,8,7,81,22,5,14,7,6,1472,640,4
2015,1120,1,5,29,53,180,99,34,46,24,34,1799,1205,7
2015,1120,1,6,60,50,212,108,50,56,18,23,1423,1875,5
2015,1120,1,7,58,41,205,112,35,76,35,30,1345,1977,5
2015,1120,1,8,51,39,163,75,28,63,31,25,1059,1805,3
2015,1120,1,9,45,53,148,65,24,94,32,11,1080,1606,4
2015,1120,1,10,43,44,228,86,30,106,27,19,1254,1682,7
2015,1120,1,11,80,43,248,78,20,105,24,19,1218,1437,13
2015,1120,1,12,69,39,268,60,19,81,20,4,932,1149,23
2015,1120,1,13,63,29,224,40,13,62,7,6,685,940,25
2015,1120,1,14,49,21,210,50,20,46,11,9,770,664,42
2015,1120,1,15,56,8,181,27,3,38,7,3,1022,410,41
2015,1120,1,16,30,6,151,19,0,25,1,2,518,211,30
2015,1120,1,17,41,12,137,15,4,25,3,2,743,162,44
2016,1120,1,1,9,3,83,3,4,10,5,3,2264,171,2
2016,1120,1,2,5,4,66,11,5,13,3,1,1954,305,2
2016,1120,1,3,7,8,67,16,4,3,3,2,1704,435,0
2016,1120,1,4,8,15,69,18,7,14,5,3,1450,731,5
2016,1120,1,5,26,49,183,94,30,45,28,36,1769,1306,6
2016,1120,1,6,61,62,208,106,48,56,24,24,1475,2129,8
2016,1120,1,7,55,47,214,111,38,75,33,31,1285,2154,2
2016,1120,1,8,57,40,174,82,31,67,30,26,1072,1928,5
2016,1120,1,9,48,46,144,63,19,87,32,16,1047,1748,5
2016,1120,1,10,44,44,200,83,32,110,26,16,1219,1719,7
2016,1120,1,11,71,44,251,70,24,103,20,21,1225,1557,11
2016,1120,1,12,69,43,266,63,21,84,21,6,975,1191,16
2016,1120,1,13,64,31,229,42,12,66,11,6,691,974,30
2016,1120,1,14,47,21,204,43,18,46,10,7,777,736,35
2016,1120,1,15,46,10,168,34,6,37,8,2,880,427,35
2016,1120,1,16,39,7,171,23,0,30,3,3,651,220,32
2016,1120,1,17,37,11,156,17,4,22,3,2,709,182,46
2017,1120,1,1,6,3,81,4,2,9,3,1,2313,189,1
2017,1120,1,2,5,4,66,11,6,11,2,2,1905,363,3
2017,1120,1,3,4,9,67,15,4,6,3,3,1776,436,1
2017,1120,1,4,7,10,60,24,8,13,5,5,1414,883,7
2017,1120,1,5,30,53,186,97,28,42,31,44,1707,1355,6
2017,1120,1,6,52,70,212,120,50,75,29,34,1583,2195,7
2017,1120,1,7,61,61,212,109,39,74,36,32,1198,2297,3
2017,1120,1,8,53,33,167,90,32,70,33,25,1141,2088,4
2017,1120,1,9,43,37,148,66,24,83,36,17,1010,1823,8
2017,1120,1,10,52,53,190,81,26,113,25,18,1166,1743,7
2017,1120,1,11,59,45,247,63,26,96,27,22,1224,1648,8
2017,1120,1,12,71,38,265,57,19,85,19,10,1038,1216,10
2017,1120,1,13,71,34,241,46,10,72,12,3,704,1035,32
2017,1120,1,14,48,20,215,39,19,49,10,9,759,765,27
2017,1120,1,15,33,9,159,31,10,41,10,2,777,462,30
2017,1120,1,16,47,10,174,29,0,32,4,3,767,244,38
2017,1120,1,17,34,13,169,15,2,21,3,1,689,189,44
2018,1120,1,1,6,6,88,9,3,9,5,3,2338,198,0
2018,1120,1,2,5,3,72,10,8,12,2,3,1889,395,2
2018,1120,1,3,2,6,74,11,2,5,4,4,1762,469,1
2018,1120,1,4,7,10,49,24,9,15,6,2,1484,882,3
2018,1120,1,5,28,57,181,96,30,39,27,42,1645,1421,7
2018,1120,1,6,57,61,243,148,54,74,33,34,1677,2135,6
2018,1120,1,7,59,69,221,137,42,77,39,39,1188,2480,7
2018,1120,1,8,59,44,180,90,40,76,35,22,1203,2125,3
2018,1120,1,9,40,34,145,64,24,69,35,18,953,1888,5
2018,1120,1,10,51,50,178,77,23,110,28,19,1113,1792,7
2018,1120,1,11,59,42,244,69,26,92,32,24,1245,1673,4
2018,1120,1,12,69,33,253,62,21,91,19,10,1073,1324,10
2018,1120,1,13,68,39,236,50,10,74,15,2,777,1064,25
2018,1120,1,14,49,17,218,35,14,53,8,7,669,785,23
2018,1120,1,15,38,14,185,40,16,46,14,4,703,499,27
2018,1120,1,16,50,9,162,23,0,27,3,3,856,263,44
2018,1120,1,17,28,15,167,20,1,32,3,1,665,191,37
2019,1120,1,1,7,7,95,11,2,10,4,3,2326,163,0
2019,1120,1,2,4,2,60,6,6,8,3,3,1846,418,3
2019,1120,1,3,4,6,83,15,3,7,3,2,1782,470,1
2019,1120,1,4,6,9,47,22,8,14,10,2,1518,834,2
2019,1120,1,5,26,47,177,85,30,34,21,39,1569,1405,2
2019,1120,1,6,47,57,263,157,54,65,36,47,1704,2041,5
2019,1120,1,7,62,72,232,133,51,81,34,31,1241,2491,8
2019,1120,1,8,51,36,180,96,32,77,32,21,1198,2125,6
2019,1120,1,9,49,35,160,69,26,56,35,18,975,1910,2
2019,1120,1,10,42,44,162,72,27,96,29,15,1025,1754,5
2019,1120,1,11,50,44,234,76,26,102,29,22,1224,1785,6
2019,1120,1,12,72,33,256,64,23,89,28,16,1128,1390,7
2019,1120,1,13,70,37,247,53,11,80,16,3,807,1099,19
2019,1120,1,14,47,22,206,35,13,51,9,4,631,833,21
2019,1120,1,15,41,14,190,40,17,45,14,7,684,539,30
2019,1120,1,16,51,10,160,25,1,31,4,1,889,293,37
2019,1120,1,17,35,14,176,19,0,32,3,2,656,199,36
2020,1120,1,1,6,6,84,8,5,9,5,1,2275,140,0
